Species Family,Species,ID,Date,Time,User,City,District,Place,Altitude,Latitude,Longitude,Description,weather
e,e,71007,09:25:00,2020-10-03,lyajhoo,y,sm,N,424,24.72582239187035,121.64804935455321,
e,e,68723,15:30:00,2020-08-25,macintosh,y,sm,N,347,24.722372538368578,121.64762020111084,
e,e,68208,11:00:00,2020-08-21,neo,y,sm,N(tLD),356,24.722742866208257,121.65006637573242,
e,e,50661,09:31:00,2019-06-30,cclin,y,sm,N,368,24.72375638939712,121.64929389953612,
e,e,38721,10:00:00,2018-08-26,neo,y,sm,N(tLD),356,24.722742866208257,121.65006637573242,
e,e,38294,12:10:00,2018-08-11,skink,y,sm,N,354,24.722433447628458,121.64939045906067,
e,e,38065,13:20:21,2018-08-09,Tyus Ma,y,sm,N(tLD),384,24.723431137061723,121.651611328125,
e,e,35742,10:00:00,2018-06-03,martina,y,sm,N,349,24.722535576876556,121.6469937134309,
e,e,35743,10:00:00,2018-05-26,martina,y,sm,N,349,24.722535576876556,121.6469937134309,
e,e,34217,11:00:00,2018-05-12,martina,y,sm,N,349,24.722535576876556,121.6469937134309,
e,e,34267,09:44:00,2018-05-12,W,y,sm,N,355,24.722396902076092,121.64938241243362,
e,e,26736,10:00:00,2017-09-06,Leo,y,sm,N,355,24.722469993170062,121.64962649345398,
e,e,26737,08:55:44,2017-09-06,Tyus Ma,y,sm,N(tLD),384,24.723431137061723,121.651611328125,
e,e,26422,11:30:00,2017-08-27,neo,y,sm,N(tLD),356,24.722742866208257,121.65006637573242,
e,e,26635,12:00:00,2017-08-27,²x,y,sm,N(tLD),353,24.72309370209244,121.64877891540527,
e,e,13276,12:29:00,2016-06-03,W,y,sm,N,355,24.722396902076092,121.64938241243362,
e,e,10176,10:30:00,2015-07-18,tombosan,y,sm,N,357,24.722518720542215,121.64999127388,
e,e,32282,08:16:00,2014-10-19,fisher1952,y,sm,N,763,24.73891434046481,121.61096333293585,
e,e,7326,09:00:00,2014-09-08,neo,y,sm,N(tLD),356,24.722742866208257,121.65006637573242,
e,e,6690,09:18:00,2014-07-04,mhtsou,y,sm,N,353,24.722518720542215,121.64961576461792,
e,e,6186,12:30:00,2014-05-14,ys,y,sm,N,356,24.722275083490732,121.6486930847168,
e,e,598,11:00:00,2013-03-23,neo,y,sm,N,361,24.722976756907613,121.65002346038818,
e,e,784,10:00:00,2012-09-01,neo,y,sm,N(tLD),356,24.722742866208257,121.65006637573242,
e,e,2684,10:05:00,2011-05-08,W,y,sm,N,355,24.722396902076092,121.64938241243362,
e,e,8324,08:30:00,2008-11-15,sibia_tsai,y,sm,N,355,24.722394223317625,121.64937729947269,
e,e,4284,11:10:00,2008-10-22,skink,y,sm,N,354,24.722433447628458,121.64939045906067,
e,e,8912,12:00:00,2007-08-04,icemoon,y,sm,N,354,24.722433447628458,121.64939045906067,
